Neliöt,Hinta,Kaupunginosa,Rakennusvuosi,Tyyppi
26.5,129000,niemenranta,2021,Kerrostalo
63.0,213800,niemenranta,2021,Kerrostalo
56.0,97000,lentävänniemi,1979,Kerrostalo
68.0,306300,niemenranta,2021,Kerrostalo
29.0,134300,niemenranta,2021,Kerrostalo
66.5,259000,koivistonkylä,2022,Kerrostalo
66.5,249000,koivistonkylä,2022,Kerrostalo
40.0,158000,koivistonkylä,2022,Kerrostalo
57.0,236000,koivistonkylä,2022,Kerrostalo
57.0,225000,koivistonkylä,2022,Kerrostalo
57.0,219000,koivistonkylä,2022,Kerrostalo
57.0,215000,koivistonkylä,2022,Kerrostalo
21.5,112000,koivistonkylä,2022,Kerrostalo
21.5,117000,koivistonkylä,2022,Kerrostalo
21.5,112000,koivistonkylä,2022,Kerrostalo
21.5,117000,koivistonkylä,2022,Kerrostalo
21.5,109000,koivistonkylä,2022,Kerrostalo
21.5,109000,koivistonkylä,2022,Kerrostalo
21.5,106000,koivistonkylä,2022,Kerrostalo
21.5,106000,koivistonkylä,2022,Kerrostalo
57.5,228000,koivistonkylä,2022,Kerrostalo
57.5,222000,koivistonkylä,2022,Kerrostalo
57.5,213000,koivistonkylä,2022,Kerrostalo
34.5,163000,koivistonkylä,2022,Kerrostalo
57.5,218000,koivistonkylä,2022,Kerrostalo
34.5,159000,koivistonkylä,2022,Kerrostalo
34.5,157000,koivistonkylä,2022,Kerrostalo
34.5,153000,koivistonkylä,2022,Kerrostalo
34.5,149000,koivistonkylä,2022,Kerrostalo
49.0,178000,koivistonkylä,2022,Kerrostalo
49.0,189000,koivistonkylä,2022,Kerrostalo
49.0,185000,koivistonkylä,2022,Kerrostalo
49.0,182000,koivistonkylä,2022,Kerrostalo
46.0,182000,koivistonkylä,2022,Kerrostalo
46.0,172000,koivistonkylä,2022,Kerrostalo
46.0,179000,koivistonkylä,2022,Kerrostalo
46.0,176000,koivistonkylä,2022,Kerrostalo
40.0,167000,koivistonkylä,2022,Kerrostalo
25.0,119000,koivistonkylä,2022,Kerrostalo
40.0,163000,koivistonkylä,2022,Kerrostalo
25.0,111000,koivistonkylä,2022,Kerrostalo
25.0,115000,koivistonkylä,2022,Kerrostalo
49.5,182000,koivistonkylä,2022,Kerrostalo
43.0,165000,koivistonkylä,2022,Kerrostalo
51.5,192000,koivistonkylä,2022,Kerrostalo
51.5,189000,koivistonkylä,2022,Kerrostalo
51.5,186000,koivistonkylä,2022,Kerrostalo
49.5,185000,koivistonkylä,2022,Kerrostalo
49.5,189000,koivistonkylä,2022,Kerrostalo
25.0,123000,koivistonkylä,2022,Kerrostalo
25.0,119000,koivistonkylä,2022,Kerrostalo
25.0,119000,koivistonkylä,2022,Kerrostalo
25.0,115000,koivistonkylä,2022,Kerrostalo
25.0,115000,koivistonkylä,2022,Kerrostalo
25.0,111000,koivistonkylä,2022,Kerrostalo
61.5,226000,koivistonkylä,2022,Kerrostalo
25.0,111000,koivistonkylä,2022,Kerrostalo
50.5,185000,koivistonkylä,2022,Kerrostalo
61.5,231000,koivistonkylä,2022,Kerrostalo
50.5,182000,koivistonkylä,2022,Kerrostalo
50.5,178000,koivistonkylä,2022,Kerrostalo
43.0,175000,koivistonkylä,2022,Kerrostalo
61.5,221000,koivistonkylä,2022,Kerrostalo
43.0,172000,koivistonkylä,2022,Kerrostalo
43.0,169000,koivistonkylä,2022,Kerrostalo
29.5,137000,koivistonkylä,2022,Kerrostalo
29.5,137000,koivistonkylä,2022,Kerrostalo
29.5,124000,koivistonkylä,2022,Kerrostalo
29.5,124000,koivistonkylä,2022,Kerrostalo
29.5,133000,koivistonkylä,2022,Kerrostalo
29.5,129000,koivistonkylä,2022,Kerrostalo
29.5,133000,koivistonkylä,2022,Kerrostalo
29.5,129000,koivistonkylä,2022,Kerrostalo
37.0,244900,keskusta,2022,Kerrostalo
72.0,127000,hervanta,1985,Kerrostalo
44.0,132000,annala,2016,Kerrostalo
50.5,149000,annala,2016,Kerrostalo
62.0,231700,hervanta,2021,Kerrostalo
43.0,177100,hervanta,2021,Kerrostalo
47.0,179700,hervanta,2021,Kerrostalo
71.5,234900,hervanta,2021,Kerrostalo
62.0,213200,hervanta,2021,Kerrostalo
71.5,232400,hervanta,2021,Kerrostalo
62.0,210700,hervanta,2021,Kerrostalo
71.5,229900,hervanta,2021,Kerrostalo
35.5,157800,hervanta,2021,Kerrostalo
69.5,223300,hervanta,2021,Kerrostalo
62.0,232300,hervanta,2021,Kerrostalo
61.5,215700,hervanta,2021,Kerrostalo
43.0,169200,hervanta,2021,Kerrostalo
62.0,222400,hervanta,2021,Kerrostalo
62.0,213200,hervanta,2021,Kerrostalo
62.0,210700,hervanta,2021,Kerrostalo
69.5,223300,hervanta,2021,Kerrostalo
54.0,100000,härmälä,1937,Kerrostalo
25.0,149960,pyynikki,2020,Kerrostalo
34.0,246830,keskusta,2021,Kerrostalo
56.0,412760,keskusta,2022,Kerrostalo
64.0,477120,keskusta,2022,Kerrostalo
60.0,441500,rantatampella,2021,Kerrostalo
26.5,129000,linnainmaa,2021,Kerrostalo
59.5,84340,annala,1980,Kerrostalo
47.2,108000,lamminpää,1954,Puutalo-osake
58.5,274500,takahuhti,2021,Kerrostalo
40.5,202000,takahuhti,2021,Kerrostalo
58.5,255400,takahuhti,2021,Kerrostalo
50.0,216500,takahuhti,2021,Kerrostalo
80.0,125000,hervanta,1987,Kerrostalo
105.0,279000,härmälä,1981,Omakotitalo
73.0,158000,holvasti,1972,Rivitalo
88.0,483600,rantatampella,2022,Kerrostalo
55.0,598000,keskusta,2021,Kerrostalo
36.0,136500,kaukajärvi,2016,Kerrostalo
60.5,139000,janka,1995,Kerrostalo
56.5,253000,muotiala,2019,Luhtitalo
68.0,422350,keskusta,2020,Kerrostalo
41.0,189000,keskusta,2020,Kerrostalo
42.0,179000,keskusta,2020,Kerrostalo
45.0,209500,rantatampella,2022,Kerrostalo
66.5,440730,keskusta,2020,Kerrostalo
68.0,464400,keskusta,2020,Kerrostalo
66.5,406780,keskusta,2020,Kerrostalo
66.5,397750,keskusta,2020,Kerrostalo
68.0,442600,keskusta,2020,Kerrostalo
68.0,433560,keskusta,2020,Kerrostalo
66.5,375940,keskusta,2020,Kerrostalo
58.0,251400,niemenranta,2021,Kerrostalo
58.0,259100,niemenranta,2021,Kerrostalo
58.0,222500,niemenranta,2021,Kerrostalo
58.0,217800,niemenranta,2021,Kerrostalo
33.5,194360,pyynikki,2020,Kerrostalo
33.5,186120,pyynikki,2020,Kerrostalo
35.5,173890,pyynikki,2020,Kerrostalo
24.5,144380,pyynikki,2020,Kerrostalo
25.5,108000,haukiluoma,2017,Kerrostalo
27.5,129000,linnainmaa,2018,Kerrostalo
57.0,195000,vuores,2016,Kerrostalo
52.5,256300,härmälänranta,2021,Kerrostalo
69.5,329900,härmälänranta,2021,Kerrostalo
28.5,194000,santalahti,2022,Kerrostalo
35.5,209000,santalahti,2022,Kerrostalo
59.5,289000,santalahti,2022,Kerrostalo
28.5,189000,santalahti,2022,Kerrostalo
29.0,189000,santalahti,2022,Kerrostalo
28.5,184000,santalahti,2022,Kerrostalo
86.5,512000,santalahti,2022,Kerrostalo
29.0,184000,santalahti,2022,Kerrostalo
35.0,193000,santalahti,2022,Kerrostalo
35.5,193000,santalahti,2022,Kerrostalo
29.0,179000,santalahti,2022,Kerrostalo
52.5,254000,santalahti,2022,Kerrostalo
35.0,188000,santalahti,2022,Kerrostalo
35.5,188000,santalahti,2022,Kerrostalo
35.0,181000,santalahti,2022,Kerrostalo
48.0,229000,santalahti,2022,Kerrostalo
48.5,229000,santalahti,2022,Kerrostalo
73.5,270000,santalahti,2022,Kerrostalo
238.0,405000,pyynikki,1978,Kerrostalo
69.5,362000,rantatampella,2019,Kerrostalo
60.0,85000,haukiluoma,1977,Kerrostalo
58.0,138400,hervanta,1974,Kerrostalo
24.5,196160,keskusta,2022,Kerrostalo
23.0,184410,keskusta,2022,Kerrostalo
58.0,350940,keskusta,2022,Kerrostalo
24.5,190030,keskusta,2022,Kerrostalo
25.0,196670,keskusta,2022,Kerrostalo
85.5,887830,keskusta,2022,Kerrostalo
56.0,451070,keskusta,2022,Kerrostalo
110.5,202500,keskusta,2022,Kerrostalo
36.5,308550,keskusta,2022,Kerrostalo
64.5,626790,keskusta,2022,Kerrostalo
40.0,317230,keskusta,2022,Kerrostalo
56.0,436760,keskusta,2022,Kerrostalo
36.5,301910,keskusta,2022,Kerrostalo
40.0,305480,keskusta,2022,Kerrostalo
49.5,320810,keskusta,2022,Kerrostalo
43.5,356560,keskusta,2022,Kerrostalo
48.0,350430,keskusta,2022,Kerrostalo
56.0,421950,keskusta,2022,Kerrostalo
43.5,351460,keskusta,2022,Kerrostalo
36.5,287600,keskusta,2022,Kerrostalo
48.0,333070,keskusta,2022,Kerrostalo
43.5,346860,keskusta,2022,Kerrostalo
56.0,399980,keskusta,2022,Kerrostalo
51.0,378530,keskusta,2022,Kerrostalo
56.0,388750,keskusta,2022,Kerrostalo
49.0,347370,keskusta,2022,Kerrostalo
51.0,382110,keskusta,2022,Kerrostalo
40.0,295780,keskusta,2022,Kerrostalo
67.0,498060,keskusta,2022,Kerrostalo
51.0,372910,keskusta,2022,Kerrostalo
50.5,362180,keskusta,2022,Kerrostalo
65.0,500110,keskusta,2022,Kerrostalo
56.0,377510,keskusta,2022,Kerrostalo
51.5,375980,keskusta,2022,Kerrostalo
40.0,291180,keskusta,2022,Kerrostalo
49.0,341750,keskusta,2022,Kerrostalo
67.0,482230,keskusta,2022,Kerrostalo
50.5,357590,keskusta,2022,Kerrostalo
65.0,490400,keskusta,2022,Kerrostalo
43.5,332040,keskusta,2022,Kerrostalo
51.0,366780,keskusta,2022,Kerrostalo
56.0,366780,keskusta,2022,Kerrostalo
51.5,370360,keskusta,2022,Kerrostalo
67.0,475590,keskusta,2022,Kerrostalo
40.0,286580,keskusta,2022,Kerrostalo
49.0,336130,keskusta,2022,Kerrostalo
51.0,361160,keskusta,2022,Kerrostalo
51.5,364740,keskusta,2022,Kerrostalo
43.5,322340,keskusta,2022,Kerrostalo
65.0,469970,keskusta,2022,Kerrostalo
51.0,355540,keskusta,2022,Kerrostalo
36.5,250820,keskusta,2022,Kerrostalo
40.0,280960,keskusta,2022,Kerrostalo
51.5,358610,keskusta,2022,Kerrostalo
65.0,463330,keskusta,2022,Kerrostalo
67.0,461280,keskusta,2022,Kerrostalo
37.0,265130,keskusta,2022,Kerrostalo
69.0,448800,pyynikki,2020,Kerrostalo
96.5,399900,pispala,1991,Kerrostalo
21.0,106490,annala,2021,Kerrostalo
20.5,104990,annala,2021,Kerrostalo
20.5,106400,annala,2021,Kerrostalo
20.5,104900,annala,2021,Kerrostalo
400.0,795000,järvensivu,1969,Omakotitalo
58.0,205000,hervanta,2013,Kerrostalo
49.0,184000,keskusta,1927,Kerrostalo
66.0,508320,keskusta,2021,Kerrostalo
34.0,244000,keskusta,2021,Kerrostalo
65.5,451580,keskusta,2021,Kerrostalo
60.5,189000,haukiluoma,2017,Kerrostalo
46.0,215200,hatanpää,2022,Kerrostalo
32.5,180800,hatanpää,2022,Kerrostalo
39.0,210900,hatanpää,2022,Kerrostalo
32.5,177100,hatanpää,2022,Kerrostalo
39.0,206900,hatanpää,2022,Kerrostalo
46.0,211000,hatanpää,2022,Kerrostalo
32.5,168400,hatanpää,2022,Kerrostalo
46.0,199900,hatanpää,2022,Kerrostalo
39.0,202800,hatanpää,2022,Kerrostalo
32.5,173700,hatanpää,2022,Kerrostalo
32.5,180500,hatanpää,2022,Kerrostalo
36.5,205300,hatanpää,2022,Kerrostalo
43.5,208000,hatanpää,2022,Kerrostalo
38.0,197500,hatanpää,2022,Kerrostalo
43.5,203900,hatanpää,2022,Kerrostalo
38.0,193600,hatanpää,2022,Kerrostalo
48.0,217700,hatanpää,2022,Kerrostalo
38.0,184000,hatanpää,2022,Kerrostalo
36.5,187500,hatanpää,2022,Kerrostalo
48.0,211000,hatanpää,2022,Kerrostalo
29.0,171000,santalahti,2021,Kerrostalo
57.0,259000,santalahti,2021,Kerrostalo
48.0,227000,santalahti,2021,Kerrostalo
39.5,189000,santalahti,2021,Kerrostalo
33.0,191000,santalahti,2021,Kerrostalo
30.5,169000,santalahti,2021,Kerrostalo
25.5,164000,santalahti,2021,Kerrostalo
39.5,175000,santalahti,2021,Kerrostalo
33.0,181000,santalahti,2021,Kerrostalo
48.0,212000,santalahti,2021,Kerrostalo
33.0,175000,santalahti,2021,Kerrostalo
33.0,175000,santalahti,2021,Kerrostalo
30.5,154000,santalahti,2021,Kerrostalo
45.5,185000,santalahti,2021,Kerrostalo
75.5,94000,hervanta,1975,Kerrostalo
47.5,301088,keskusta,2020,Kerrostalo
74.0,118000,lentävänniemi,1978,Kerrostalo
38.5,141800,vuores,2017,Luhtitalo
52.0,629000,keskusta,2021,Kerrostalo
22.5,108400,annala,2021,Kerrostalo
29.0,109000,vuores,2016,Kerrostalo
67.0,385290,keskusta,2020,Kerrostalo
40.0,194700,takahuhti,2022,Kerrostalo
40.0,200500,takahuhti,2022,Kerrostalo
40.0,207500,takahuhti,2022,Kerrostalo
40.0,205500,takahuhti,2022,Kerrostalo
40.0,198500,takahuhti,2022,Kerrostalo
40.0,202400,takahuhti,2022,Kerrostalo
40.0,203500,takahuhti,2022,Kerrostalo
40.0,199500,takahuhti,2022,Kerrostalo
33.0,185100,takahuhti,2022,Kerrostalo
33.0,183400,takahuhti,2022,Kerrostalo
40.0,175400,takahuhti,2022,Kerrostalo
33.0,180100,takahuhti,2022,Kerrostalo
43.0,159100,takahuhti,2022,Kerrostalo
33.0,186700,takahuhti,2022,Kerrostalo
43.0,183000,takahuhti,2022,Kerrostalo
28.0,147800,takahuhti,2022,Kerrostalo
33.0,160100,takahuhti,2022,Kerrostalo
28.0,147800,takahuhti,2022,Kerrostalo
43.0,191100,takahuhti,2022,Kerrostalo
43.0,187000,takahuhti,2022,Kerrostalo
43.0,189000,takahuhti,2022,Kerrostalo
28.0,152800,takahuhti,2022,Kerrostalo
28.0,146600,takahuhti,2022,Kerrostalo
28.0,146600,takahuhti,2022,Kerrostalo
28.0,152800,takahuhti,2022,Kerrostalo
28.0,151600,takahuhti,2022,Kerrostalo
28.0,145300,takahuhti,2022,Kerrostalo
28.0,150300,takahuhti,2022,Kerrostalo
28.0,145300,takahuhti,2022,Kerrostalo
28.0,150300,takahuhti,2022,Kerrostalo
28.0,147800,takahuhti,2022,Kerrostalo
51.5,220000,takahuhti,2022,Kerrostalo
51.5,222620,takahuhti,2022,Kerrostalo
51.5,217400,takahuhti,2022,Kerrostalo
51.5,212100,takahuhti,2022,Kerrostalo
61.0,142000,haapalinna,1996,Kerrostalo
67.5,336500,kaleva,2021,Kerrostalo
67.5,289000,kaleva,2021,Kerrostalo
63.0,284000,niemenranta,2020,Kerrostalo
59.0,138000,ruotula,1966,Kerrostalo
32.0,243520,keskusta,2021,Kerrostalo
76.5,556080,keskusta,2021,Kerrostalo
66.0,462450,keskusta,2021,Kerrostalo
21.0,139900,annala,2021,Kerrostalo
21.0,108900,annala,2021,Kerrostalo
45.5,276825,rantatampella,2022,Kerrostalo
45.0,258500,rantatampella,2022,Kerrostalo
52.5,383500,rantatampella,2022,Kerrostalo
67.5,457500,rantatampella,2022,Kerrostalo
88.0,503600,rantatampella,2022,Kerrostalo
52.5,367500,rantatampella,2022,Kerrostalo
67.5,363125,rantatampella,2022,Kerrostalo
88.0,596600,rantatampella,2022,Kerrostalo
52.5,308500,rantatampella,2022,Kerrostalo
52.5,351500,rantatampella,2022,Kerrostalo
45.0,240500,rantatampella,2022,Kerrostalo
45.0,247500,rantatampella,2022,Kerrostalo
77.0,540950,keskusta,2021,Kerrostalo
43.5,317760,keskusta,2021,Kerrostalo
34.0,240210,keskusta,2021,Kerrostalo
34.0,262440,keskusta,2021,Kerrostalo
27.0,142500,hervanta,2021,Kerrostalo
30.0,150900,hervanta,2021,Kerrostalo
29.5,149600,hervanta,2021,Kerrostalo
40.5,186900,hervanta,2021,Kerrostalo
44.5,202500,hervanta,2021,Kerrostalo
33.5,159400,hervanta,2021,Kerrostalo
40.5,189500,hervanta,2021,Kerrostalo
40.5,177200,hervanta,2021,Kerrostalo
44.5,191700,hervanta,2021,Kerrostalo
40.5,182400,hervanta,2021,Kerrostalo
40.5,177100,hervanta,2021,Kerrostalo
29.5,142700,hervanta,2021,Kerrostalo
44.5,170200,hervanta,2021,Kerrostalo
73.5,169000,hervanta,1975,Rivitalo
70.0,119000,hervanta,1976,Rivitalo
68.0,442600,keskusta,2020,Kerrostalo
68.0,455370,keskusta,2020,Kerrostalo
66.5,384660,keskusta,2020,Kerrostalo
40.5,202000,takahuhti,2020,Kerrostalo
66.5,440730,keskusta,2021,Kerrostalo
50.0,194500,takahuhti,2020,Kerrostalo
63.5,279900,härmälänranta,2021,Kerrostalo
105.5,664650,pyynikki,2020,Kerrostalo
32.5,180500,hatanpää,2022,Kerrostalo
38.0,197500,hatanpää,2022,Kerrostalo
38.0,193600,hatanpää,2022,Kerrostalo
105.5,632775,pyynikki,2020,Kerrostalo
48.0,217700,hatanpää,2022,Kerrostalo
38.0,184000,hatanpää,2022,Kerrostalo
32.5,180800,hatanpää,2022,Kerrostalo
50.0,227500,takahuhti,2020,Kerrostalo
39.0,202800,hatanpää,2022,Kerrostalo
39.0,206900,hatanpää,2022,Kerrostalo
43.5,297660,rantatampella,2020,Kerrostalo
36.5,187500,hatanpää,2022,Kerrostalo
48.0,211000,hatanpää,2022,Kerrostalo
52.5,259900,härmälänranta,2021,Kerrostalo
32.5,168400,hatanpää,2022,Kerrostalo
34.0,240210,keskusta,2021,Kerrostalo
35.5,235724,rantatampella,2019,Kerrostalo
35.5,238644,rantatampella,2019,Kerrostalo
36.0,262760,rantatampella,2020,Kerrostalo
77.0,105000,hervanta,1977,Kerrostalo
50.5,248859,annala,2021,Kerrostalo
27.0,117900,tesoma,2021,Kerrostalo
60.0,227500,tesoma,2021,Kerrostalo
27.0,119100,tesoma,2021,Kerrostalo
36.0,146100,tesoma,2021,Kerrostalo
47.5,360200,rantatampella,2020,Kerrostalo
32.0,231230,keskusta,2021,Kerrostalo
66.0,482310,keskusta,2021,Kerrostalo
43.5,294270,rantatampella,2020,Kerrostalo
36.0,167600,hervantajärvi,2021,Kerrostalo
36.0,164600,hervantajärvi,2021,Kerrostalo
57.0,205000,hervantajärvi,2021,Kerrostalo
36.0,162000,hervantajärvi,2021,Kerrostalo
46.0,322000,pyynikki,2020,Kerrostalo
58.0,124000,annala,1991,Kerrostalo
36.5,190900,härmälänranta,2021,Kerrostalo
36.5,188400,härmälänranta,2021,Kerrostalo
36.5,180600,härmälänranta,2021,Kerrostalo
69.5,299900,härmälänranta,2021,Kerrostalo
36.5,193600,härmälänranta,2021,Kerrostalo
36.5,196300,härmälänranta,2021,Kerrostalo
36.5,185800,härmälänranta,2021,Kerrostalo
121.5,850500,pyynikki,2020,Kerrostalo
100.0,282000,lukonmäki,1980,Paritalo
100.0,284000,lukonmäki,1980,Paritalo
100.0,289000,lukonmäki,1980,Paritalo
100.0,287000,lukonmäki,1980,Paritalo
80.5,530000,rantatampella,2019,Kerrostalo
60.0,211200,tesoma,2021,Kerrostalo
35.5,142800,tesoma,2021,Kerrostalo
60.0,213200,tesoma,2021,Kerrostalo
58.5,274500,takahuhti,2020,Kerrostalo
30.0,155000,kaleva,2017,Kerrostalo
53.0,148000,vehmainen,1995,Rivitalo
58.5,345000,tammela,2022,Kerrostalo
58.5,334000,tammela,2022,Kerrostalo
66.5,419000,tammela,2022,Kerrostalo
66.5,439000,tammela,2022,Kerrostalo
66.5,458000,tammela,2022,Kerrostalo
30.0,144000,vuores,2021,Kerrostalo
108.0,448200,vuores,2021,Kerrostalo
108.0,459000,vuores,2021,Kerrostalo
94.0,396900,vuores,2021,Kerrostalo
35.5,145500,tesoma,2021,Kerrostalo
60.0,215300,tesoma,2021,Kerrostalo
42.5,151900,tesoma,2021,Kerrostalo
60.0,203100,tesoma,2021,Kerrostalo
27.0,116900,tesoma,2021,Kerrostalo
60.0,209100,tesoma,2021,Kerrostalo
27.0,114200,tesoma,2021,Kerrostalo
42.5,145900,tesoma,2021,Kerrostalo
35.5,134700,tesoma,2021,Kerrostalo
27.0,114200,tesoma,2021,Kerrostalo
74.5,291700,vuores,2021,Kerrostalo
45.0,182000,vuores,2021,Kerrostalo
74.5,273700,vuores,2021,Kerrostalo
60.0,233800,vuores,2021,Kerrostalo
45.0,172900,vuores,2021,Kerrostalo
74.5,263900,vuores,2021,Kerrostalo
33.5,196000,keskusta,1963,Kerrostalo
121.9,320000,pyynikki,1927,Kerrostalo
38.5,158000,vuores,2017,Kerrostalo
36.0,269060,rantatampella,2020,Kerrostalo
95.5,158000,hervanta,1980,Kerrostalo
68.0,464400,keskusta,2020,Kerrostalo
66.5,406780,keskusta,2020,Kerrostalo
64.0,220000,santalahti,1880,Kerrostalo
134.0,215000,vehmainen,1979,Rivitalo
60.0,217300,tesoma,2021,Kerrostalo
35.5,140100,tesoma,2021,Kerrostalo
27.0,115600,tesoma,2021,Kerrostalo
35.5,137400,tesoma,2021,Kerrostalo
42.5,142900,tesoma,2021,Kerrostalo
42.5,139900,tesoma,2021,Kerrostalo
36.0,132600,tesoma,2021,Kerrostalo
60.0,201000,tesoma,2021,Kerrostalo
35.5,132000,tesoma,2021,Kerrostalo
91.5,530700,pyynikki,2022,Kerrostalo
43.0,283800,pyynikki,2022,Kerrostalo
125.0,765550,pyynikki,2022,Kerrostalo
110.5,696150,pyynikki,2022,Kerrostalo
118.5,678300,pyynikki,2022,Kerrostalo
76.0,508725,pyynikki,2022,Kerrostalo
35.0,227500,pyynikki,2022,Kerrostalo
140.0,784000,pyynikki,2022,Kerrostalo
47.5,332500,pyynikki,2022,Kerrostalo
23.0,98700,hervanta,2021,Kerrostalo
110.0,348000,ikuri,2021,Paritalo
110.0,348000,ikuri,2021,Paritalo
110.0,348000,ikuri,2021,Paritalo
110.0,348000,ikuri,2021,Paritalo
27.0,121400,tesoma,2021,Kerrostalo
36.0,178850,tesoma,2021,Kerrostalo
42.5,148900,tesoma,2021,Kerrostalo
60.0,192900,tesoma,2021,Kerrostalo
60.0,221400,tesoma,2021,Kerrostalo
42.5,154800,tesoma,2021,Kerrostalo
36.0,135300,tesoma,2021,Kerrostalo
27.0,111900,tesoma,2021,Kerrostalo
60.0,199000,tesoma,2021,Kerrostalo
38.0,133900,tesoma,2021,Kerrostalo
42.5,128400,tesoma,2021,Kerrostalo
35.5,122900,tesoma,2021,Kerrostalo
27.0,111900,tesoma,2021,Kerrostalo
27.0,116900,tesoma,2021,Kerrostalo
36.0,143400,tesoma,2021,Kerrostalo
55.0,192500,vuores,2021,Kerrostalo
79.0,536220,keskusta,2021,Kerrostalo
36.0,251800,rantatampella,2020,Kerrostalo
32.5,218300,rantatampella,2020,Kerrostalo
32.0,216500,rantatampella,2020,Kerrostalo
36.0,234300,rantatampella,2020,Kerrostalo
60.0,400500,rantatampella,2021,Kerrostalo
33.0,169000,armonkallio,1985,Kerrostalo
49.0,139000,annala,2011,Luhtitalo
119.0,554950,ruotula,2021,Rivitalo
119.0,540100,ruotula,2021,Rivitalo
119.0,554950,ruotula,2021,Rivitalo
47.5,343290,keskusta,2021,Kerrostalo
47.5,253000,rantatampella,2021,Kerrostalo
47.5,243000,rantatampella,2021,Kerrostalo
47.5,233000,rantatampella,2021,Kerrostalo
47.5,223000,rantatampella,2021,Kerrostalo
54.5,269000,rantatampella,2021,Kerrostalo
54.5,277000,rantatampella,2021,Kerrostalo
45.5,239000,rantatampella,2021,Kerrostalo
47.5,200000,rantatampella,2021,Kerrostalo
47.5,210000,rantatampella,2021,Kerrostalo
45.5,250000,rantatampella,2021,Kerrostalo
48.5,240000,rantatampella,2021,Kerrostalo
48.0,208000,rantatampella,2021,Kerrostalo
48.0,203000,rantatampella,2021,Kerrostalo
52.5,250000,rantatampella,2021,Kerrostalo
44.0,238000,rantatampella,2021,Kerrostalo
52.5,270000,rantatampella,2021,Kerrostalo
52.5,250000,rantatampella,2021,Kerrostalo
34.5,258400,rantatampella,2021,Kerrostalo
76.0,572150,keskusta,2021,Kerrostalo
34.0,249670,keskusta,2021,Kerrostalo
68.0,479350,keskusta,2020,Kerrostalo
66.5,420480,keskusta,2020,Kerrostalo
66.5,397750,keskusta,2020,Kerrostalo
68.0,433560,keskusta,2020,Kerrostalo
66.5,375940,keskusta,2020,Kerrostalo
37.5,145900,pohtola,2019,Kerrostalo
82.5,120000,peltolammi,1968,Kerrostalo
30.0,244700,rantatampella,2021,Kerrostalo
28.0,207508,keskusta,2020,Kerrostalo
26.5,116900,lentävänniemi,2018,Kerrostalo
34.5,246100,rantatampella,2021,Kerrostalo
57.0,200000,pyynikki,1921,Kerrostalo
30.5,193000,pyynikki,2020,Kerrostalo
39.0,162000,pyynikki,1924,Kerrostalo
34.5,250620,keskusta,2021,Kerrostalo
35.0,118000,annala,2011,Kerrostalo
28.5,199800,tammela,2018,Kerrostalo
133.0,934516,keskusta,2020,Kerrostalo
56.5,347757,keskusta,2020,Kerrostalo
23.0,103500,vuores,2017,Kerrostalo
34.5,247780,keskusta,2021,Kerrostalo
36.0,269060,rantatampella,2020,Kerrostalo
34.5,271300,rantatampella,2021,Kerrostalo
30.0,256900,rantatampella,2021,Kerrostalo
30.0,233100,rantatampella,2021,Kerrostalo
43.5,314450,keskusta,2021,Kerrostalo
26.5,189000,santalahti,2019,Kerrostalo
43.5,303570,keskusta,2021,Kerrostalo
34.0,246830,keskusta,2021,Kerrostalo
43.5,299320,keskusta,2021,Kerrostalo
65.0,523920,keskusta,2021,Kerrostalo
26.0,179000,santalahti,2019,Kerrostalo
78.0,539050,keskusta,2021,Kerrostalo
38.0,125500,järvensivu,1967,Kerrostalo
43.5,329110,keskusta,2021,Kerrostalo
69.5,504850,pyynikki,2020,Kerrostalo
34.0,262440,keskusta,2021,Kerrostalo
